case:concept:name,concept:name,org:resource,time:timestamp,lifecycle:transition
26,A_PARTLYSUBMITTED,112,2021-01-01 10:01:17,COMPLETE
27,A_SUBMITTED,112,2021-01-01 10:22:32,COMPLETE
27,A_PARTLYSUBMITTED,112,2021-01-01 10:22:32,COMPLETE
23,A_DECLINED,11189,2021-01-01 10:33:22,COMPLETE
28,A_SUBMITTED,112,2021-01-01 10:43:14,COMPLETE
28,A_PARTLYSUBMITTED,112,2021-01-01 10:43:14,COMPLETE
15,A_DECLINED,10909,2021-01-01 10:47:38,COMPLETE
29,A_SUBMITTED,112,2021-01-01 11:03:53,COMPLETE
29,A_PARTLYSUBMITTED,112,2021-01-01 11:03:53,COMPLETE
30,A_SUBMITTED,112,2021-01-01 11:24:30,COMPLETE
30,A_PARTLYSUBMITTED,112,2021-01-01 11:24:30,COMPLETE
27,A_PREACCEPTED,112,2021-01-01 11:35:13,COMPLETE
31,A_SUBMITTED,112,2021-01-01 11:44:14,COMPLETE
31,A_PARTLYSUBMITTED,112,2021-01-01 11:44:14,COMPLETE
26,A_CANCELLED,112,2021-01-01 11:59:25,COMPLETE
24,A_DECLINED,10939,2021-01-01 12:01:52,COMPLETE
32,A_SUBMITTED,112,2021-01-01 12:05:29,COMPLETE
32,A_PARTLYSUBMITTED,112,2021-01-01 12:05:29,COMPLETE
21,A_DECLINED,11122,2021-01-01 12:06:02,COMPLETE
22,A_DECLINED,112,2021-01-01 12:18:29,COMPLETE
33,A_SUBMITTED,112,2021-01-01 12:26:48,COMPLETE
33,A_PARTLYSUBMITTED,112,2021-01-01 12:26:48,COMPLETE
25,A_PREACCEPTED,112,2021-01-01 12:42:45,COMPLETE
34,A_SUBMITTED,112,2021-01-01 12:47:53,COMPLETE
34,A_PARTLYSUBMITTED,112,2021-01-01 12:47:53,COMPLETE
35,A_SUBMITTED,112,2021-01-01 13:07:44,COMPLETE
35,A_PARTLYSUBMITTED,112,2021-01-01 13:07:44,COMPLETE
28,A_DECLINED,112,2021-01-01 13:24:28,COMPLETE
36,A_SUBMITTED,112,2021-01-01 13:27:58,COMPLETE
36,A_PARTLYSUBMITTED,112,2021-01-01 13:27:58,COMPLETE
30,A_DECLINED,11203,2021-01-01 13:39:08,COMPLETE
37,A_SUBMITTED,112,2021-01-01 13:48:07,COMPLETE
37,A_PARTLYSUBMITTED,112,2021-01-01 13:48:07,COMPLETE
38,A_SUBMITTED,112,2021-01-01 14:09:21,COMPLETE
38,A_PARTLYSUBMITTED,112,2021-01-01 14:09:21,COMPLETE
29,A_PREACCEPTED,112,2021-01-01 14:12:27,COMPLETE
31,A_PREACCEPTED,112,2021-01-01 14:21:57,COMPLETE
39,A_SUBMITTED,112,2021-01-01 14:30:38,COMPLETE
39,A_PARTLYSUBMITTED,112,2021-01-01 14:30:38,COMPLETE
33,A_CANCELLED,112,2021-01-01 14:41:39,COMPLETE
40,A_SUBMITTED,112,2021-01-01 14:52:37,COMPLETE
40,A_PARTLYSUBMITTED,112,2021-01-01 14:52:37,COMPLETE
34,A_DECLINED,112,2021-01-01 14:59:44,COMPLETE
41,A_SUBMITTED,112,2021-01-01 15:13:56,COMPLETE
41,A_PARTLYSUBMITTED,112,2021-01-01 15:13:56,COMPLETE
32,A_PREACCEPTED,112,2021-01-01 15:14:44,COMPLETE
36,A_DECLINED,11122,2021-01-01 15:19:47,COMPLETE
42,A_SUBMITTED,112,2021-01-01 15:35:32,COMPLETE
42,A_PARTLYSUBMITTED,112,2021-01-01 15:35:32,COMPLETE
38,A_PREACCEPTED,112,2021-01-01 15:47:22,COMPLETE
43,A_SUBMITTED,112,2021-01-01 15:56:44,COMPLETE
43,A_PARTLYSUBMITTED,112,2021-01-01 15:56:44,COMPLETE
37,A_PREACCEPTED,112,2021-01-01 16:10:18,COMPLETE
44,A_SUBMITTED,112,2021-01-01 16:17:53,COMPLETE
44,A_PARTLYSUBMITTED,112,2021-01-01 16:17:53,COMPLETE
45,A_SUBMITTED,112,2021-01-01 16:38:54,COMPLETE
45,A_PARTLYSUBMITTED,112,2021-01-01 16:38:54,COMPLETE
46,A_SUBMITTED,112,2021-01-01 16:59:14,COMPLETE
46,A_PARTLYSUBMITTED,112,2021-01-01 16:59:14,COMPLETE
35,A_DECLINED,112,2021-01-01 17:12:17,COMPLETE
47,A_SUBMITTED,112,2021-01-01 17:20:51,COMPLETE
47,A_PARTLYSUBMITTED,112,2021-01-01 17:20:51,COMPLETE
45,A_CANCELLED,112,2021-01-01 17:39:07,COMPLETE
48,A_SUBMITTED,112,2021-01-01 17:40:49,COMPLETE
48,A_PARTLYSUBMITTED,112,2021-01-01 17:40:49,COMPLETE
11,A_CANCELLED,10932,2021-01-01 17:44:32,COMPLETE
42,A_DECLINED,112,2021-01-01 17:46:34,COMPLETE
49,A_SUBMITTED,112,2021-01-01 18:02:49,COMPLETE
49,A_PARTLYSUBMITTED,112,2021-01-01 18:02:49,COMPLETE
44,A_DECLINED,112,2021-01-01 18:06:30,COMPLETE
40,A_DECLINED,112,2021-01-01 18:07:19,COMPLETE
39,A_DECLINED,11203,2021-01-01 18:07:44,COMPLETE
50,A_SUBMITTED,112,2021-01-01 18:23:43,COMPLETE
50,A_PARTLYSUBMITTED,112,2021-01-01 18:23:43,COMPLETE
43,A_CANCELLED,112,2021-01-01 18:27:03,COMPLETE
51,A_SUBMITTED,112,2021-01-01 18:44:07,COMPLETE
51,A_PARTLYSUBMITTED,112,2021-01-01 18:44:07,COMPLETE
41,A_PREACCEPTED,112,2021-01-01 18:57:02,COMPLETE
46,A_DECLINED,11009,2021-01-01 19:00:37,COMPLETE
52,A_SUBMITTED,112,2021-01-01 19:03:58,COMPLETE
52,A_PARTLYSUBMITTED,112,2021-01-01 19:03:58,COMPLETE
53,A_SUBMITTED,112,2021-01-01 19:25:08,COMPLETE
53,A_PARTLYSUBMITTED,112,2021-01-01 19:25:08,COMPLETE
48,A_DECLINED,112,2021-01-01 19:28:28,COMPLETE
54,A_SUBMITTED,112,2021-01-01 19:45:55,COMPLETE
54,A_PARTLYSUBMITTED,112,2021-01-01 19:45:55,COMPLETE
55,A_SUBMITTED,112,2021-01-01 20:06:18,COMPLETE
55,A_PARTLYSUBMITTED,112,2021-01-01 20:06:18,COMPLETE
47,A_FINALIZED,10862,2021-01-01 20:08:24,COMPLETE
52,A_DECLINED,112,2021-01-01 20:22:02,COMPLETE
56,A_SUBMITTED,112,2021-01-01 20:27:29,COMPLETE
56,A_PARTLYSUBMITTED,112,2021-01-01 20:27:29,COMPLETE
50,A_DECLINED,112,2021-01-01 20:47:15,COMPLETE
57,A_SUBMITTED,112,2021-01-01 20:48:00,COMPLETE
57,A_PARTLYSUBMITTED,112,2021-01-01 20:48:00,COMPLETE
49,A_PREACCEPTED,112,2021-01-01 20:54:34,COMPLETE
54,A_DECLINED,10889,2021-01-01 21:05:15,COMPLETE
58,A_SUBMITTED,112,2021-01-01 21:10:22,COMPLETE
58,A_PARTLYSUBMITTED,112,2021-01-01 21:10:22,COMPLETE
59,A_SUBMITTED,112,2021-01-01 21:30:11,COMPLETE
59,A_PARTLYSUBMITTED,112,2021-01-01 21:30:11,COMPLETE
51,A_DECLINED,10228,2021-01-01 21:37:23,COMPLETE
60,A_SUBMITTED,112,2021-01-01 21:51:10,COMPLETE
60,A_PARTLYSUBMITTED,112,2021-01-01 21:51:10,COMPLETE
53,A_CANCELLED,112,2021-01-01 22:03:40,COMPLETE
61,A_SUBMITTED,112,2021-01-01 22:11:27,COMPLETE
61,A_PARTLYSUBMITTED,112,2021-01-01 22:11:27,COMPLETE
62,A_SUBMITTED,112,2021-01-01 22:32:42,COMPLETE
62,A_PARTLYSUBMITTED,112,2021-01-01 22:32:42,COMPLETE
63,A_SUBMITTED,112,2021-01-01 22:53:21,COMPLETE
63,A_PARTLYSUBMITTED,112,2021-01-01 22:53:21,COMPLETE
57,A_DECLINED,112,2021-01-01 22:58:55,COMPLETE
64,A_SUBMITTED,112,2021-01-01 23:15:01,COMPLETE
64,A_PARTLYSUBMITTED,112,2021-01-01 23:15:01,COMPLETE
59,A_PREACCEPTED,112,2021-01-01 23:15:59,COMPLETE
56,A_PREACCEPTED,112,2021-01-01 23:18:46,COMPLETE
60,A_DECLINED,112,2021-01-01 23:22:38,COMPLETE
65,A_SUBMITTED,112,2021-01-01 23:36:22,COMPLETE
65,A_PARTLYSUBMITTED,112,2021-01-01 23:36:22,COMPLETE
58,A_DECLINED,10889,2021-01-01 23:37:02,COMPLETE
66,A_SUBMITTED,112,2021-01-01 23:57:38,COMPLETE
66,A_PARTLYSUBMITTED,112,2021-01-01 23:57:38,COMPLETE
55,A_PREACCEPTED,112,2021-01-01 23:58:41,COMPLETE
67,A_SUBMITTED,112,2021-01-02 00:18:57,COMPLETE
67,A_PARTLYSUBMITTED,112,2021-01-02 00:18:57,COMPLETE
68,A_SUBMITTED,112,2021-01-02 00:40:16,COMPLETE
68,A_PARTLYSUBMITTED,112,2021-01-02 00:40:16,COMPLETE
67,A_PREACCEPTED,112,2021-01-02 00:41:20,COMPLETE
61,A_PREACCEPTED,112,2021-01-02 00:46:19,COMPLETE
69,A_SUBMITTED,112,2021-01-02 01:00:52,COMPLETE
69,A_PARTLYSUBMITTED,112,2021-01-02 01:00:52,COMPLETE
62,A_PREACCEPTED,112,2021-01-02 01:08:30,COMPLETE
70,A_SUBMITTED,112,2021-01-02 01:22:35,COMPLETE
70,A_PARTLYSUBMITTED,112,2021-01-02 01:22:35,COMPLETE
63,A_DECLINED,112,2021-01-02 01:37:11,COMPLETE
71,A_SUBMITTED,112,2021-01-02 01:44:19,COMPLETE
71,A_PARTLYSUBMITTED,112,2021-01-02 01:44:19,COMPLETE
72,A_SUBMITTED,112,2021-01-02 02:04:41,COMPLETE
72,A_PARTLYSUBMITTED,112,2021-01-02 02:04:41,COMPLETE
64,A_DECLINED,112,2021-01-02 02:10:51,COMPLETE
68,A_CANCELLED,112,2021-01-02 02:15:00,COMPLETE
73,A_SUBMITTED,112,2021-01-02 02:25:57,COMPLETE
73,A_PARTLYSUBMITTED,112,2021-01-02 02:25:57,COMPLETE
74,A_SUBMITTED,112,2021-01-02 02:46:30,COMPLETE
74,A_PARTLYSUBMITTED,112,2021-01-02 02:46:30,COMPLETE
75,A_SUBMITTED,112,2021-01-02 03:08:12,COMPLETE
75,A_PARTLYSUBMITTED,112,2021-01-02 03:08:12,COMPLETE
66,A_DECLINED,10881,2021-01-02 03:15:57,COMPLETE
76,A_SUBMITTED,112,2021-01-02 03:28:36,COMPLETE
76,A_PARTLYSUBMITTED,112,2021-01-02 03:28:36,COMPLETE
69,A_DECLINED,112,2021-01-02 03:48:19,COMPLETE
77,A_SUBMITTED,112,2021-01-02 03:50:13,COMPLETE
77,A_PARTLYSUBMITTED,112,2021-01-02 03:50:13,COMPLETE
65,A_FINALIZED,10859,2021-01-02 03:50:20,COMPLETE
76,A_DECLINED,10863,2021-01-02 04:10:01,COMPLETE
78,A_SUBMITTED,112,2021-01-02 04:10:45,COMPLETE
78,A_PARTLYSUBMITTED,112,2021-01-02 04:10:45,COMPLETE
75,A_ACCEPTED,10863,2021-01-02 04:15:42,COMPLETE
71,A_PREACCEPTED,112,2021-01-02 04:26:54,COMPLETE
79,A_SUBMITTED,112,2021-01-02 04:31:44,COMPLETE
79,A_PARTLYSUBMITTED,112,2021-01-02 04:31:44,COMPLETE
72,A_CANCELLED,11122,2021-01-02 04:42:05,COMPLETE
80,A_SUBMITTED,112,2021-01-02 04:53:19,COMPLETE
80,A_PARTLYSUBMITTED,112,2021-01-02 04:53:19,COMPLETE
70,A_DECLINED,112,2021-01-02 04:59:12,COMPLETE
73,A_FINALIZED,11122,2021-01-02 05:02:27,COMPLETE
74,A_DECLINED,10228,2021-01-02 05:09:06,COMPLETE
81,A_SUBMITTED,112,2021-01-02 05:14:44,COMPLETE
81,A_PARTLYSUBMITTED,112,2021-01-02 05:14:44,COMPLETE
82,A_SUBMITTED,112,2021-01-02 05:35:23,COMPLETE
82,A_PARTLYSUBMITTED,112,2021-01-02 05:35:23,COMPLETE
83,A_SUBMITTED,112,2021-01-02 05:56:39,COMPLETE
83,A_PARTLYSUBMITTED,112,2021-01-02 05:56:39,COMPLETE
78,A_DECLINED,112,2021-01-02 06:05:43,COMPLETE
84,A_SUBMITTED,112,2021-01-02 06:16:09,COMPLETE
84,A_PARTLYSUBMITTED,112,2021-01-02 06:16:09,COMPLETE
85,A_SUBMITTED,112,2021-01-02 06:37:30,COMPLETE
85,A_PARTLYSUBMITTED,112,2021-01-02 06:37:30,COMPLETE
75,A_DECLINED,10863,2021-01-02 06:38:36,COMPLETE
80,A_CANCELLED,112,2021-01-02 06:45:16,COMPLETE
79,A_PREACCEPTED,112,2021-01-02 06:48:01,COMPLETE
86,A_SUBMITTED,112,2021-01-02 06:58:27,COMPLETE
86,A_PARTLYSUBMITTED,112,2021-01-02 06:58:27,COMPLETE
77,A_DECLINED,112,2021-01-02 07:15:54,COMPLETE
87,A_SUBMITTED,112,2021-01-02 07:20:00,COMPLETE
87,A_PARTLYSUBMITTED,112,2021-01-02 07:20:00,COMPLETE
82,A_ACCEPTED,11203,2021-01-02 07:39:57,COMPLETE
88,A_SUBMITTED,112,2021-01-02 07:40:53,COMPLETE
88,A_PARTLYSUBMITTED,112,2021-01-02 07:40:53,COMPLETE
84,A_DECLINED,11169,2021-01-02 08:00:15,COMPLETE
89,A_SUBMITTED,112,2021-01-02 08:02:38,COMPLETE
89,A_PARTLYSUBMITTED,112,2021-01-02 08:02:38,COMPLETE
90,A_SUBMITTED,112,2021-01-02 08:22:27,COMPLETE
90,A_PARTLYSUBMITTED,112,2021-01-02 08:22:27,COMPLETE
91,A_SUBMITTED,112,2021-01-02 08:43:26,COMPLETE
91,A_PARTLYSUBMITTED,112,2021-01-02 08:43:26,COMPLETE
87,A_CANCELLED,112,2021-01-02 08:44:54,COMPLETE
92,A_SUBMITTED,112,2021-01-02 09:03:45,COMPLETE
92,A_PARTLYSUBMITTED,112,2021-01-02 09:03:45,COMPLETE
83,A_FINALIZED,11189,2021-01-02 09:22:51,COMPLETE
93,A_SUBMITTED,112,2021-01-02 09:24:40,COMPLETE
93,A_PARTLYSUBMITTED,112,2021-01-02 09:24:40,COMPLETE
94,A_SUBMITTED,112,2021-01-02 09:45:48,COMPLETE
94,A_PARTLYSUBMITTED,112,2021-01-02 09:45:48,COMPLETE
81,A_PREACCEPTED,112,2021-01-02 09:53:02,COMPLETE
85,A_PREACCEPTED,112,2021-01-02 09:53:58,COMPLETE
95,A_SUBMITTED,112,2021-01-02 10:06:55,COMPLETE
95,A_PARTLYSUBMITTED,112,2021-01-02 10:06:55,COMPLETE
88,A_DECLINED,112,2021-01-02 10:08:54,COMPLETE
96,A_SUBMITTED,112,2021-01-02 10:27:26,COMPLETE
96,A_PARTLYSUBMITTED,112,2021-01-02 10:27:26,COMPLETE
93,A_PREACCEPTED,11203,2021-01-02 10:31:04,COMPLETE
86,A_DECLINED,11189,2021-01-02 10:36:39,COMPLETE
97,A_SUBMITTED,112,2021-01-02 10:47:40,COMPLETE
97,A_PARTLYSUBMITTED,112,2021-01-02 10:47:40,COMPLETE
82,A_DECLINED,11203,2021-01-02 10:59:20,COMPLETE
98,A_SUBMITTED,112,2021-01-02 11:08:07,COMPLETE
98,A_PARTLYSUBMITTED,112,2021-01-02 11:08:07,COMPLETE
89,A_PREACCEPTED,11122,2021-01-02 11:27:58,COMPLETE
99,A_SUBMITTED,112,2021-01-02 11:28:58,COMPLETE
99,A_PARTLYSUBMITTED,112,2021-01-02 11:28:58,COMPLETE
100,A_SUBMITTED,112,2021-01-02 11:50:12,COMPLETE
100,A_PARTLYSUBMITTED,112,2021-01-02 11:50:12,COMPLETE
95,A_FINALIZED,11203,2021-01-02 12:08:34,COMPLETE
101,A_SUBMITTED,112,2021-01-02 12:11:15,COMPLETE
101,A_PARTLYSUBMITTED,112,2021-01-02 12:11:15,COMPLETE
94,A_FINALIZED,11180,2021-01-02 12:30:45,COMPLETE
102,A_SUBMITTED,112,2021-01-02 12:31:59,COMPLETE
102,A_PARTLYSUBMITTED,112,2021-01-02 12:31:59,COMPLETE
98,A_DECLINED,11189,2021-01-02 12:34:58,COMPLETE
103,A_SUBMITTED,112,2021-01-02 12:52:48,COMPLETE
103,A_PARTLYSUBMITTED,112,2021-01-02 12:52:48,COMPLETE
91,A_PREACCEPTED,112,2021-01-02 12:56:31,COMPLETE
90,A_DECLINED,11203,2021-01-02 13:00:44,COMPLETE
97,A_PREACCEPTED,112,2021-01-02 13:03:09,COMPLETE
104,A_SUBMITTED,112,2021-01-02 13:13:53,COMPLETE
104,A_PARTLYSUBMITTED,112,2021-01-02 13:13:53,COMPLETE
105,A_SUBMITTED,112,2021-01-02 13:34:18,COMPLETE
105,A_PARTLYSUBMITTED,112,2021-01-02 13:34:18,COMPLETE
96,A_DECLINED,112,2021-01-02 13:38:21,COMPLETE
100,A_FINALIZED,11200,2021-01-02 13:42:26,COMPLETE
106,A_SUBMITTED,112,2021-01-02 13:54:48,COMPLETE
106,A_PARTLYSUBMITTED,112,2021-01-02 13:54:48,COMPLETE
99,A_PREACCEPTED,112,2021-01-02 14:00:53,COMPLETE
107,A_SUBMITTED,112,2021-01-02 14:16:53,COMPLETE
107,A_PARTLYSUBMITTED,112,2021-01-02 14:16:53,COMPLETE
102,A_DECLINED,112,2021-01-02 14:36:48,COMPLETE
108,A_SUBMITTED,112,2021-01-02 14:37:05,COMPLETE
108,A_PARTLYSUBMITTED,112,2021-01-02 14:37:05,COMPLETE
101,A_DECLINED,112,2021-01-02 14:42:24,COMPLETE
104,A_DECLINED,112,2021-01-02 14:48:21,COMPLETE
109,A_SUBMITTED,112,2021-01-02 14:58:07,COMPLETE
109,A_PARTLYSUBMITTED,112,2021-01-02 14:58:07,COMPLETE
92,A_PREACCEPTED,112,2021-01-02 15:03:33,COMPLETE
110,A_SUBMITTED,112,2021-01-02 15:17:33,COMPLETE
110,A_PARTLYSUBMITTED,112,2021-01-02 15:17:33,COMPLETE
111,A_SUBMITTED,112,2021-01-02 15:38:50,COMPLETE
111,A_PARTLYSUBMITTED,112,2021-01-02 15:38:50,COMPLETE
103,A_PREACCEPTED,112,2021-01-02 15:40:25,COMPLETE
112,A_SUBMITTED,112,2021-01-02 16:00:10,COMPLETE
112,A_PARTLYSUBMITTED,112,2021-01-02 16:00:10,COMPLETE
105,A_DECLINED,11169,2021-01-02 16:15:47,COMPLETE
106,A_DECLINED,11200,2021-01-02 16:20:22,COMPLETE
113,A_SUBMITTED,112,2021-01-02 16:21:02,COMPLETE
113,A_PARTLYSUBMITTED,112,2021-01-02 16:21:02,COMPLETE
114,A_SUBMITTED,112,2021-01-02 16:41:19,COMPLETE
114,A_PARTLYSUBMITTED,112,2021-01-02 16:41:19,COMPLETE
108,A_DECLINED,112,2021-01-02 17:00:48,COMPLETE
115,A_SUBMITTED,112,2021-01-02 17:02:33,COMPLETE
115,A_PARTLYSUBMITTED,112,2021-01-02 17:02:33,COMPLETE
107,A_CANCELLED,11019,2021-01-02 17:10:13,COMPLETE
116,A_SUBMITTED,112,2021-01-02 17:23:46,COMPLETE
116,A_PARTLYSUBMITTED,112,2021-01-02 17:23:46,COMPLETE
110,A_PREACCEPTED,112,2021-01-02 17:28:43,COMPLETE
117,A_SUBMITTED,112,2021-01-02 17:45:12,COMPLETE
117,A_PARTLYSUBMITTED,112,2021-01-02 17:45:12,COMPLETE
109,A_PREACCEPTED,112,2021-01-02 17:59:05,COMPLETE
118,A_SUBMITTED,112,2021-01-02 18:06:08,COMPLETE
118,A_PARTLYSUBMITTED,112,2021-01-02 18:06:08,COMPLETE
113,A_DECLINED,112,2021-01-02 18:14:33,COMPLETE
111,A_DECLINED,112,2021-01-02 18:18:04,COMPLETE
119,A_SUBMITTED,112,2021-01-02 18:28:08,COMPLETE
119,A_PARTLYSUBMITTED,112,2021-01-02 18:28:08,COMPLETE
120,A_SUBMITTED,112,2021-01-02 18:48:36,COMPLETE
120,A_PARTLYSUBMITTED,112,2021-01-02 18:48:36,COMPLETE
112,A_DECLINED,112,2021-01-02 18:55:09,COMPLETE
121,A_SUBMITTED,112,2021-01-02 19:09:15,COMPLETE
121,A_PARTLYSUBMITTED,112,2021-01-02 19:09:15,COMPLETE
114,A_DECLINED,112,2021-01-02 19:16:53,COMPLETE
122,A_SUBMITTED,112,2021-01-02 19:30:33,COMPLETE
122,A_PARTLYSUBMITTED,112,2021-01-02 19:30:33,COMPLETE
123,A_SUBMITTED,112,2021-01-02 19:51:53,COMPLETE
123,A_PARTLYSUBMITTED,112,2021-01-02 19:51:53,COMPLETE
116,A_DECLINED,11169,2021-01-02 20:04:30,COMPLETE
124,A_SUBMITTED,112,2021-01-02 20:12:48,COMPLETE
124,A_PARTLYSUBMITTED,112,2021-01-02 20:12:48,COMPLETE
117,A_PREACCEPTED,112,2021-01-02 20:17:57,COMPLETE
115,A_PREACCEPTED,112,2021-01-02 20:18:00,COMPLETE
118,A_DECLINED,112,2021-01-02 20:20:12,COMPLETE
119,A_DECLINED,112,2021-01-02 20:20:50,COMPLETE
125,A_SUBMITTED,112,2021-01-02 20:33:21,COMPLETE
125,A_PARTLYSUBMITTED,112,2021-01-02 20:33:21,COMPLETE
120,A_DECLINED,112,2021-01-02 20:54:16,COMPLETE
126,A_SUBMITTED,112,2021-01-02 20:54:34,COMPLETE
126,A_PARTLYSUBMITTED,112,2021-01-02 20:54:34,COMPLETE
127,A_SUBMITTED,112,2021-01-02 21:16:22,COMPLETE
127,A_PARTLYSUBMITTED,112,2021-01-02 21:16:22,COMPLETE
128,A_SUBMITTED,112,2021-01-02 21:38:18,COMPLETE
128,A_PARTLYSUBMITTED,112,2021-01-02 21:38:18,COMPLETE
127,A_PREACCEPTED,112,2021-01-02 21:40:55,COMPLETE
129,A_SUBMITTED,112,2021-01-02 21:59:14,COMPLETE
129,A_PARTLYSUBMITTED,112,2021-01-02 21:59:14,COMPLETE
122,A_PREACCEPTED,112,2021-01-02 22:19:02,COMPLETE
130,A_SUBMITTED,112,2021-01-02 22:19:20,COMPLETE
130,A_PARTLYSUBMITTED,112,2021-01-02 22:19:20,COMPLETE
123,A_DECLINED,10228,2021-01-02 22:21:06,COMPLETE
121,A_PREACCEPTED,112,2021-01-02 22:32:17,COMPLETE
131,A_SUBMITTED,112,2021-01-02 22:39:37,COMPLETE
